DocType: Block Module,Core,جوهر
apps/frappe/frappe/email/smtp.py +155,Could not connect to outgoing email server,لا يمكن الاتصال بخادم البريد الإلكتروني المنتهية ولايته
apps/frappe/frappe/model/document.py +532,Could not find {0},لا يمكن أن تجد {0}
DocType: Country,Country,الدولة
DocType: Country,Country Name,اسم الدولة
DocType: DocPerm,Create,انشاء
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_start.html +16,Create a New Format,انشاء شكل جديد
apps/frappe/frappe/public/js/frappe/form/control.js +1144,Create a new {0},انشاء جديد {0}
DocType: Communication,Created,إنشاء
apps/frappe/frappe/public/js/frappe/model/model.js +18,Created By,منشئه بواسطه
apps/frappe/frappe/workflow/doctype/workflow/workflow.py +38,Created Custom Field {0} in {1},إنشاء الحقل المخصص {0} في {1}
apps/frappe/frappe/public/js/frappe/model/model.js +20,Created On,منشئه في
apps/frappe/frappe/public/js/frappe/form/grid_form.html +22,Ctrl + Down,CTRL + داون
apps/frappe/frappe/public/js/frappe/form/grid_form.html +22,Ctrl + Up,CTRL + لأعلى
DocType: DocField,Currency,عملة
DocType: Currency,Currency Name,اسم العملة
apps/frappe/frappe/public/js/frappe/form/workflow.js +35,Current status,الحالة الحالية
apps/frappe/frappe/public/js/frappe/form/form_sidebar.html +44,Currently Viewing,الاطلاع على البيانات الشخصية حاليا
DocType: Custom Field,Custom,عرف
DocType: Print Format,Custom CSS,العرف CSS
DocType: Custom Field,Custom Field,حقل مخصص
DocType: Print Format,Custom Format,تنسيق مخصص
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +182,Custom HTML,العرف HTML
DocType: Print Format,Custom HTML Help,العرف HTML مساعدة
DocType: Web Page,Custom Javascript,جافا سكريبت مخصصة
apps/frappe/frappe/desk/moduleview.py +31,Custom Reports,تقارير مخصصة
DocType: Custom Script,Custom Script,سكربت محصص
DocType: DocType,Custom?,مخصص
apps/frappe/frappe/public/js/frappe/list/doclistview.js +419,Customize,تخصيص
DocType: Customize Form,Customize Form,تخصيص نموذج
DocType: Customize Form Field,Customize Form Field,تخصيص حقل نموذج
DocType: Customize Form,"Customize Label, Print Hide, Default etc.",تخصيص تسمية، إخفاء طباعة، الخ الافتراضي
apps/frappe/frappe/config/core.py +32,"Customized Formats for Printing, Email",تنسيقات مخصصة للطباعة، البريد الإلكتروني
apps/frappe/frappe/config/setup.py +160,Customized HTML Templates for printing transactions.,قوالب HTML مخصصة للمعاملات الطباعة.
DocType: Dropbox Backup,Daily,يوميا
apps/frappe/frappe/desk/doctype/event/event.py +66,Daily Event Digest is sent for Calendar Events where reminders are set.,يتم إرسالها حدث الموجز اليومي على أحداث التقويم حيث يتم تعيين التذكير.
DocType: Workflow State,Danger,خطر
DocType: DocField,Data,معطيات
apps/frappe/frappe/core/page/data_import_tool/exporter.py +51,Data Import Template,البيانات قالب الاستيراد
,Data Import Tool,أداة استيراد البيانات
apps/frappe/frappe/model/base_document.py +365,Data missing in table,البيانات الناقصة في الجدول
DocType: Communication,Date,تاريخ
DocType: System Settings,Date Format,تنسيق التاريخ
DocType: System Settings,Date and Number Format,تاريخ و صيغة رقم
apps/frappe/frappe/public/js/frappe/form/control.js +573,Date must be in format: {0},يجب أن تكون الآن في شكل : {0}
DocType: DocField,Datetime,التاريخ والوقت
DocType: Email Alert,Days After,أيام بعد
DocType: Email Alert,Days Before,أيام قبل
DocType: Email Alert,Days Before or After,أيام قبل أو بعد
apps/frappe/frappe/public/js/frappe/views/communication.js +423,Dear,العزيز
apps/frappe/frappe/core/doctype/user/user.py +537,"Dear System Manager,",عزيزي مدير النظام،
apps/frappe/frappe/desk/page/activity/activity.js +204,Dec,ديسمبر
DocType: DocField,Default,الافتراضي
apps/frappe/frappe/email/doctype/email_account/email_account_list.js +10,Default Inbox,علبة الوارد الافتراضية
DocType: Email Account,Default Incoming,افتراضي واردة
DocType: Email Account,Default Outgoing,الصادر الافتراضي
DocType: DocType,Default Print Format,طباعة شكل الافتراضي
apps/frappe/frappe/email/doctype/email_account/email_account_list.js +14,Default Sending,إرسال الافتراضي
apps/frappe/frappe/email/doctype/email_account/email_account_list.js +6,Default Sending and Inbox,افتراضي إرسال وصندوق الوارد
DocType: Custom Field,Default Value,القيمة الافتراضية
apps/frappe/frappe/core/doctype/doctype/doctype.py +313,Default for 'Check' type of field must be either '0' or '1',يجب أن يكون الافتراضي ل 'تحقق' نوع من المجال إما '0' أو '1'
apps/frappe/frappe/core/doctype/doctype/doctype.py +315,Default for {0} must be an option,الافتراضي ل{0} يجب أن يكون خيارا
DocType: Contact Us Settings,"Default: ""Contact Us""",الافتراضي: &quot;اتصل بنا&quot;
DocType: DefaultValue,DefaultValue,القيمة الافتراضية
DocType: User,Defaults,الافتراضات
apps/frappe/frappe/config/setup.py +171,Define workflows for forms.,تحديد مسارات العمل لل أشكال .
DocType: Workflow Transition,Defines actions on states and the next step and allowed roles.,يحدد الإجراءات على الدول والخطوة التالية والأدوار المسموح بها.
DocType: Workflow,Defines workflow states and rules for a document.,تعرف حالة سير العمل وقواعد وثيقة.
DocType: Communication,Delayed,مؤجل
DocType: DocPerm,Delete,حذف
apps/frappe/frappe/public/js/frappe/list/doclistview.js +538,Delete permanently?,حذف بشكل دائم؟
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +16,Delete this record to allow sending to this email address,حذف هذا السجل للسماح إرسالها إلى عنوان البريد الإلكتروني هذا
DocType: Communication,Deleted,حذف
DocType: Communication,Delivery Status,حالة التسليم
DocType: DocField,Depends On,يعتمد على
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +463,Descending,تنازلي
DocType: DocField,Description,وصف
DocType: ToDo,Description and Status,الوصف و الحالة
DocType: Blog Post,"Description for listing page, in plain text, only a couple of lines. (max 140 characters)",وصف لصفحة القائمة، في نص عادي، فقط بضعة أسطر. (حد أقصى 140 حرف)
DocType: Web Page,Description for search engine optimization.,وصف لمحرك البحث الأمثل.
DocType: Event,Desk,مكتب
,Desktop,سطح المكتب
DocType: User,Desktop Background,خلفية سطح المكتب
apps/frappe/frappe/public/js/frappe/form/footer/timeline_item.html +50,Details,تفاصيل
apps/frappe/frappe/config/desktop.py +38,Developer,مطور
apps/frappe/frappe/desk/page/applications/applications.js +47,Developer Tools,ادوات المطورين
apps/frappe/frappe/public/js/frappe/form/link_selector.js +5,Dialog box to select a Link Value,مربع الحوار لتحديد قيمة لينك
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +403,Did not add,لم تضف
apps/frappe/frappe/desk/form/save.py +46,Did not cancel,لم إلغاء
apps/frappe/frappe/core/page/data_import_tool/importer.py +285,Did not find {0} for {0} ({1}),لم تجد {0} ل {0} ( {1} )
apps/frappe/frappe/desk/form/load.py +43,Did not load,لم يتم تحميل
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +323,Did not remove,لم تقم بإزالة
apps/frappe/frappe/desk/form/save.py +30,Did not save,لم يتم الحفظ
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +474,Did not set,لم يحدد
DocType: Workflow,"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.",يمكن ان يحتوي المستند على حالات مختلفة مثل، مفتوح، معلق.
DocType: Website Settings,Disable Customer Signup link in Login page,تعطيل الرابط اشترك العملاء في صفحة تسجيل الدخول
apps/frappe/frappe/core/doctype/report/report.js +37,Disable Report,تعطيل تقرير
DocType: Website Settings,Disable Signup,تعطيل الاشتراك
DocType: System Settings,Disable Standard Email Footer,تعطيل قياسي البريد الإلكتروني تذييل
DocType: Report,Disabled,معطل
DocType: DocField,Display,عرض
DocType: DocField,Do not allow user to change after set the first time,لا تسمح للمستخدم لتغيير بعد تعيين أول مرة
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +47,"Do not update, but insert new records.",لا تقم بتحديث، ولكن إدراج سجلات جديدة.
DocType: Workflow Document State,Doc Status,حالة الوثيقة
DocType: DocField,DocField,DocField
DocType: DocPerm,DocPerm,DocPerm
DocType: DocShare,DocShare,DocShare
DocType: DocType,DocType,DOCTYPE
apps/frappe/frappe/core/doctype/doctype/doctype.py +159,DocType can not be merged,لا يمكن دمج DOCTYPE
apps/frappe/frappe/core/doctype/doctype/doctype.py +152,DocType can only be renamed by Administrator,DOCTYPE لا يمكن تسميتها من قبل المسؤول
DocType: DocType,DocType is a Table / Form in the application.,DOCTYPE هو الجدول / نموذج في التطبيق.
DocType: Workflow,DocType on which this Workflow is applicable.,DOCTYPE على سير العمل هذا الذي ينطبق.
DocType: Property Setter,DocType or Field,DOCTYPE أو حقل
apps/frappe/frappe/core/doctype/doctype/doctype.py +242,"DocType's name should start with a letter and it can only consist of letters, numbers, spaces and underscores",
DocType: Version,Doclist JSON,Doclist جسون
DocType: Version,Docname,Docname
DocType: DocType,Document,وثيقة
DocType: DocShare,Document Name,اسم المستند
,Document Share Report,وثيقة حصة تقرير
DocType: Workflow,Document States,الولايات ثيقة
apps/frappe/frappe/public/js/frappe/model/model.js +27,Document Status,حالة المستند
apps/frappe/frappe/public/js/frappe/form/workflow.js +115,Document Status transition from ,
apps/frappe/frappe/public/js/frappe/form/workflow.js +118,Document Status transition from {0} to {1} is not allowed,لا يسمح وضع وثيقة الانتقال من {0} إلى {1}
DocType: DocShare,Document Type,نوع المستند
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +47,Document Types,أنواع المستندات
apps/frappe/frappe/public/js/frappe/form/workflow.js +36,Document is only editable by users of role,الوثيقة للتحرير فقط من قبل المستخدمين من دور
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +37,Documentation,توثيق
apps/frappe/frappe/desk/moduleview.py +61,Documents,الوثائق
apps/frappe/frappe/config/desk.py +14,Documents assigned to you and by you.,المستندات الخاصة بك والمشار اليك فيها.
apps/frappe/frappe/desk/page/applications/applications.js +46,Domains,المجالات
apps/frappe/frappe/public/js/frappe/form/grid_form.html +7,Done,تم
apps/frappe/frappe/core/doctype/file/file.js +3,Download,تحميل
,Download Backups,تحميل النسخ الاحتياطية
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +21,Download Blank Template,تحميل قالب فارغ
apps/frappe/frappe/utils/backups.py +158,Download link for your backup will be emailed on the following email address: {0},سوف تكون عبر البريد الالكتروني رابط التحميل للنسخ الاحتياطي الخاص بك على عنوان البريد الإلكتروني التالي: {0}
